"Accepted Symbol","Synonym Symbol","Symbol","Scientific Name","Common Name","PLANTS Floristic Area","Category","Active Growth Period","Flower Color","Foliage Color","Fruit Color","Growth Form","Growth Rate","Height at Base Age, Maximum (feet)","Height, Mature (feet)","Lifespan","Shape and Orientation","Toxicity","Adapted to Coarse Textured Soils","Adapted to Medium Textured Soils","Adapted to Fine Textured Soils","Drought Tolerance","Moisture Use","pH (Minimum)","pH (Maximum)","Root Depth, Minimum (inches)","Shade Tolerance","Temperature, Minimum (°F)","Bloom Period","Commercial Availability","Propogated by Container","Seedling Vigor","Palatable Human"
"LIVU","","LIVU","Ligustrum vulgare","European privet","NA (L48, CAN)","Dicot","Spring and Summer","White","Green","Black","Multiple Stem","Rapid","12","12","Moderate","Erect","None","No","Yes","Yes","Medium","Medium","5.0","7.5","2","Intermediate","-38","Mid Spring","Routinely Available","Yes","Medium","No"
"LIBE3","","LIBE3","Lindera benzoin","northern spicebush","NA (L48, CAN)","Dicot","Spring and Summer","White","Green","Red","Multiple Stem","Slow","12","12","Long","Erect","None","No","Yes","Yes","Low","Medium","4.5","6.0","18","Intermediate","-23","Mid Spring","Routinely Available","Yes","Medium","No"
"LILE3","","LILE3","Linum lewisii","Lewis flax","NA (L48, AK, CAN)","Dicot","Spring","Blue","Green","Brown","Bunch","Moderate","","2.5","Moderate","Erect","None","Yes","Yes","No","Medium","Medium","5.6","8.4","14","Intolerant","-36","Indeterminate","Routinely Available","No","High","No"
"LIMI6","","LIMI6","Lippia micromera","Spanish thyme","PR","Dicot","","","Yellow-Green","","Rhizomatous","","2","2.5","Short","Prostrate","","Yes","Yes","No","Low","","6.1","7.8","12","Intolerant","40","","Routinely Available","Yes","","Yes"
"LIST2","","LIST2","Liquidambar styraciflua","sweetgum","NA (L48)","Dicot","Spring and Summer","Green","Green","Brown","Single Stem","Rapid","45","100","Long","Erect","None","Yes","Yes","Yes","Low","High","4.5","7.0","36","Intolerant","-21","Mid Spring","Routinely Available","Yes","High","No"
"LITU","","LITU","Liriodendron tulipifera","tuliptree","NA (L48, CAN)","Dicot","Spring and Summer","Yellow","Green","Brown","Single Stem","Rapid","50","120","Moderate","Erect","None","Yes","Yes","No","Low","Medium","4.5","6.5","32","Intolerant","-18","Mid Spring","Routinely Available","Yes","Medium","No"
"LIMU6","","LIMU6","Liriope muscari","big blue lilyturf","NA (L48)","Monocot","Spring and Summer","Blue","Green","Black","Rhizomatous","Moderate","","0.5","Moderate","Erect","None","Yes","Yes","Yes","Medium","Low","5.0","8.0","12","Tolerant","-23","Late Summer","Routinely Available","Yes","","No"
"LOCA2","","LOCA2","Lobelia cardinalis","cardinalflower","NA (L48, CAN)","Dicot","Spring","Red","Green","Blue","Single Stem","Moderate","","5.9","Moderate","Erect","None","No","Yes","No","Medium","Low","5.8","7.8","12","Tolerant","-34","Summer","Routinely Available","Yes","High","No"
"LOPE","","LOPE","Lolium perenne","perennial ryegrass","NA (L48, AK, CAN, GL, SPM), HI, PR","Monocot","Spring and Fall","Yellow","Green","Brown","Bunch","Rapid","","3.5","Short","Erect","None","No","Yes","Yes","Low","High","5.0","8.0","10","Intolerant","-18","Mid Spring","Routinely Available","No","High","No"
"LOPEM2","","LOPEM2","Lolium perenne ssp. multiflorum","Italian ryegrass","NA (L48, AK, CAN, GL, SPM), HI","Monocot","Spring and Summer","Yellow","Green","Brown","Bunch","Rapid","","2.5","Short","Erect","None","Yes","Yes","Yes","Low","Medium","5.0","7.9","8","Intermediate","-8","Early Spring","Routinely Available","No","High","No"
"LORI","","LORI","Lolium rigidum","Wimmera ryegrass","NA (L48, CAN)","Monocot","Fall, Winter and Spring","Yellow","Green","Brown","Bunch","Rapid","","3.5","","Erect","None","Yes","Yes","Yes","Low","High","5.5","7.5","10","Intolerant","12","Early Spring","Routinely Available","No","High","No"
"LOIN5","","LOIN5","Lonicera involucrata","twinberry honeysuckle","NA (L48, AK, CAN)","Dicot","Spring","Yellow","Green","Black","Single Stem","Moderate","10","10","Long","Erect","None","No","Yes","Yes","Low","High","5.5","8.0","12","Tolerant","-43","Summer","Routinely Available","Yes","High","No"
"LOJA","","LOJA","Lonicera japonica","Japanese honeysuckle","NA (L48, CAN), HI, PR","Dicot","Spring and Summer","White","Green","Black","Stoloniferous","Rapid","","1.0","Short","Decumbent","None","No","Yes","Yes","Medium","Medium","4.9","7.8","10","Tolerant","-13","Late Spring","Routinely Available","Yes","Medium","No"
"LOMA6","","LOMA6","Lonicera maackii","Amur honeysuckle","NA (L48, CAN)","Dicot","Spring and Summer","White","Green","Red","Multiple Stem","Moderate","9","16","Long","Semi-Erect","None","Yes","Yes","Yes","Low","Medium","5.5","8.0","16","Intolerant","-33","Late Spring","Routinely Available","Yes","Medium","No"
"LOTA","","LOTA","Lonicera tatarica","Tatarian honeysuckle","NA (L48, AK, CAN)","Dicot","Spring and Summer","Red","Green","Red","Multiple Stem","Rapid","9","9.0","Moderate","Erect","None","Yes","Yes","No","Medium","Medium","5.2","7.5","16","Intermediate","-38","Mid Spring","Routinely Available","Yes","Medium","No"
"LOUT2","","LOUT2","Lonicera utahensis","Utah honeysuckle","NA (L48, CAN)","Dicot","Spring and Summer","Yellow","Green","Red","Multiple Stem","Rapid","2","5.0","Moderate","Erect","Slight","No","Yes","Yes","None","High","6.0","8.0","12","Tolerant","-23","Early Summer","Routinely Available","Yes","Medium","No"
"LOCO6","","LOCO6","Lotus corniculatus","bird's-foot trefoil","NA (L48, CAN, SPM)","Dicot","Spring and Summer","Yellow","Green","Brown","Single Crown","Moderate","","2.4","Moderate","Semi-Erect","None","Yes","Yes","Yes","Medium","Medium","5.0","8.0","14","Intolerant","-43","Early Spring","Routinely Available","No","Low","No"
"LOTE4","","LOTE4","Lotus tenuis","narrowleaf trefoil","NA (L48, CAN)","Dicot","Spring and Summer","Yellow","Green","Brown","Single Crown","Moderate","","1.0","Short","Prostrate","None","Yes","Yes","Yes","High","Low","4.5","7.9","12","Intolerant","-21","Mid Spring","Routinely Available","No","Medium","No"
"LUAL3","","LUAL3","Lupinus albicaulis","sicklekeel lupine","NA (L48)","Dicot","Fall, Winter and Spring","Blue","Green","Black","Single Crown","Rapid","","3.0","","Erect","Moderate","Yes","Yes","Yes","Low","Medium","6.0","7.0","10","Intolerant","47","Late Summer","Routinely Available","No","Medium","No"
"LUNO","","LUNO","Lupinus nootkatensis","Nootka lupine","NA (L48, AK, CAN)","Dicot","Summer","Purple","Green","","Bunch","Rapid","","2.0","Short","Erect","Slight","Yes","Yes","No","None","Medium","6.0","7.0","12","Intermediate","-35","Early Summer","Routinely Available","No","Medium","No"
"LYCA2","","LYCA2","Lycium carolinianum","Carolina desert-thorn","NA (L48)","Dicot","Spring","Purple","Green","Red","Single Stem","Slow","3","9.0","Moderate","Erect","None","Yes","Yes","Yes","None","High","5.5","9.0","10","Intolerant","17","Fall","Routinely Available","Yes","Low","No"
"LYSA3","","LYSA3","Lycium sandwicense","Hawai'i desert-thorn","HI","Dicot","Year Round","White","Green","Red","Single Stem","Moderate","3","1.0","Short","Erect","","No","No","No","Medium","Medium","5.8","7.2","12","Intermediate","40","Summer","Routinely Available","No","Medium","No"
"LYAM","","LYAM","Lycopus americanus","American water horehound","NA (L48, CAN)","Dicot","Summer and Fall","White","Green","Brown","Single Crown","Moderate","","1.8","Long","Erect","None","No","Yes","Yes","Low","High","5.2","7.8","10","Tolerant","-38","Early Summer","Routinely Available","No","Medium","No"
"LYVI4","","LYVI4","Lycopus virginicus","Virginia water horehound","NA (L48, CAN)","Dicot","Spring and Summer","White","Dark Green","Black","Stoloniferous","Moderate","","4.0","Moderate","Erect","None","No","Yes","Yes","Low","High","5.0","6.3","6","Tolerant","-33","Summer","Routinely Available","No","Medium","No"
"LYLU3","","LYLU3","Lyonia lucida","fetterbush lyonia","NA (L48)","Dicot","Summer","Red","Green","Brown","Single Stem","Moderate","","6.6","Long","Erect","None","Yes","Yes","Yes","Low","Medium","3.5","6.0","20","Tolerant","2","Spring","Routinely Available","Yes","Medium","No"
"MABIB","","MABIB","Machaeranthera bigelovii var. bigelovii","Bigelow's tansyaster","NA (L48)","Dicot","Spring and Summer","Purple","Green","White","Multiple Stem","Rapid","","4.0","Short","Erect","None","Yes","Yes","Yes","High","Low","6.0","8.5","6","Intolerant","32","Fall","Routinely Available","No","High","No"
"MATA2","","MATA2","Machaeranthera tanacetifolia","tanseyleaf tansyaster","NA (L48, CAN)","Dicot","Spring and Summer","Purple","Green","Brown","Single Crown","Rapid","","2.0","","Erect","None","No","Yes","No","Medium","Medium","6.5","8.5","8","Intolerant","-33","Late Spring","Routinely Available","No","Medium","No"
"MAPO","","MAPO","Maclura pomifera","osage orange","NA (L48, CAN)","Dicot","Spring and Summer","Green","Green","Orange","Single Stem","Moderate","20","35","Long","Erect","None","Yes","Yes","No","Medium","Medium","4.5","7.5","32","Intolerant","-23","Late Spring","Routinely Available","Yes","Medium","No"
"MAAT80","","MAAT80","Macroptilium atropurpureum","purple bushbean","NA (L48), HI, PR","Dicot","Spring and Summer","Purple","Dark Green","Brown","Thicket Forming","Rapid","","4.0","Short","Climbing","None","Yes","Yes","Yes","Medium","Low","5.0","8.0","24","Intermediate","23","Indeterminate","Routinely Available","Yes","High","No"
"MAAC","","MAAC","Magnolia acuminata","cucumber tree","NA (L48, CAN)","Dicot","Spring and Summer","Yellow","Green","Red","Single Stem","Rapid","40","100","Moderate","Irregular","None","Yes","Yes","No","None","High","5.2","7.0","30","Intermediate","-16","Mid Spring","Routinely Available","Yes","High","No"
"MAGR4","","MAGR4","Magnolia grandiflora","southern magnolia","NA (L48), PR","Dicot","Spring and Summer","White","Green","Red","Single Stem","Moderate","40","100","Long","Rounded","None","No","Yes","Yes","Low","High","4.5","6.5","42","Tolerant","7","Mid Spring","Routinely Available","Yes","High","No"
"MASO9","","MASO9","Magnolia ×soulangiana","Chinese magnolia","NA (L48, CAN)","Dicot","Spring","Purple","Dark Green","Brown","Single Stem","Moderate","20","30","Long","Erect","None","No","Yes","No","Low","Medium","5.0","6.2","24","Intolerant","-8","Early Spring","Routinely Available","Yes","Medium","No"
"MAST6","","MAST6","Magnolia stellata","star magnolia","NA (L48)","Dicot","Spring","White","Green","Brown","Multiple Stem","Moderate","20","26","Long","Semi-Erect","None","No","Yes","No","Low","Medium","5.0","6.2","18","Intolerant","-8","Mid Spring","Routinely Available","Yes","Medium","No"
"MAVI2","","MAVI2","Magnolia virginiana","sweetbay","NA (L48)","Dicot","Spring and Summer","White","Dark Green","Black","Single Stem","Moderate","40","60","Moderate","Climbing","None","Yes","Yes","Yes","None","High","5.0","6.9","30","Intermediate","17","Summer","Routinely Available","Yes","Low","No"
"MAAQ2","","MAAQ2","Mahonia aquifolium","hollyleaved barberry","NA (L48, CAN)","Dicot","Spring and Summer","Yellow","Green","Blue","Rhizomatous","Moderate","8","8.0","Long","Semi-Erect","None","Yes","Yes","No","High","Low","5.0","8.0","20","Tolerant","-43","Late Spring","Routinely Available","Yes","Low","No"
"MARE11","","MARE11","Mahonia repens","creeping barberry","NA (L48, CAN)","Dicot","Spring","Yellow","Green","Blue","Stoloniferous","Slow","2","2.0","Long","Semi-Erect","None","No","Yes","No","High","Medium","5.5","7.5","10","Tolerant","-23","Mid Spring","Routinely Available","Yes","High","No"
"MAFL80","","MAFL80","Malus floribunda","Japanese flowering crab apple","NA (L48)","Dicot","Spring and Summer","White","Green","Red","Single Stem","Moderate","20","25","Moderate","Erect","None","No","Yes","Yes","Medium","Medium","5.0","7.8","30","Intolerant","-43","Spring","Routinely Available","Yes","High","Yes"
"MASA9","","MASA9","Malus sargentii","Sargent's apple","NA (L48)","Dicot","Spring and Summer","White","Green","Red","Multiple Stem","Moderate","10","10","Moderate","Semi-Erect","None","Yes","Yes","Yes","Medium","Medium","5.5","7.5","30","Intolerant","-33","Mid Spring","Routinely Available","Yes","Medium","No"
"MASY2","","MASY2","Malus sylvestris","European crab apple","NA (L48)","Dicot","Spring and Summer","White","Green","Red","Single Stem","Moderate","30","40","Moderate","Erect","None","Yes","Yes","No","Medium","Medium","4.8","7.0","36","Intolerant","-28","Mid Spring","Routinely Available","Yes","Medium","Yes"
"MATO6","","MATO6","Malus toringo","toringo crab","NA (L48)","Dicot","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MATO6","MASI80","MASI80","Malus sieboldii","","","","Spring and Summer","White","Green","Red","Multiple Stem","Moderate","15","25","Moderate","Rounded","None","Yes","Yes","Yes","Medium","Medium","5.3","7.5","30","Intolerant","-33","Mid Spring","Routinely Available","Yes","Medium","No"
"MAZU2","","MAZU2","Malus zumi","o-zumi","NA (L48)","Dicot","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MAZU2","MASIZ","MASIZ","Malus sieboldii var. zumi","","","","Spring and Summer","White","Green","Red","Single Stem","Moderate","20","25","Moderate","Erect","None","No","Yes","Yes","Medium","Medium","4.8","7.5","30","Intermediate","-33","Mid Spring","Routinely Available","Yes","High","No"
"MAAM2","","MAAM2","Mammea americana","mammee apple","PR, VI","Dicot","Spring","White","Green","Brown","","Rapid","50","55","Short","Oval","Slight","Yes","Yes","Yes","High","","4.0","8.5","36","Intolerant","40","Spring","Routinely Available","Yes","","Yes"
"MAIN3","","MAIN3","Mangifera indica","mango","NA (L48), HI, PR, VI","Dicot","Year Round","Yellow","Green","Orange","Single Stem","Moderate","65","65","Long","Rounded","Slight","Yes","Yes","Yes","Medium","Medium","4.0","7.0","60","Intolerant","17","Late Winter","Routinely Available","Yes","","No"
"MAES","","MAES","Manihot esculenta","cassava","NA (L48), HI, PR, VI","Dicot","Year Round","Green","Green","Brown","Single Stem","Rapid","","10","Short","Semi-Erect","Slight","No","Yes","Yes","Low","Medium","5.0","5.5","24","Intolerant","17","Indeterminate","Routinely Available","No","","No"
"MAZA","","MAZA","Manilkara zapota","sapodilla","NA (L48), PR, VI","Dicot","Year Round","Brown","Green","Brown","Single Stem","Slow","50","50","Short","Rounded","None","Yes","Yes","Yes","Low","Medium","4.0","7.0","60","Intermediate","17","Indeterminate","Routinely Available","Yes","","No"
"MELU","","MELU","Medicago lupulina","black medick","NA (L48, AK, CAN, GL, SPM), HI","Dicot","Fall, Winter and Spring","Yellow","Dark Green","Brown","Single Crown","Moderate","","2.0","Short","Decumbent","None","No","Yes","Yes","None","Medium","5.5","8.0","12","Intolerant","23","Summer","Routinely Available","No","Medium","No"
"MEPO3","","MEPO3","Medicago polymorpha","burclover","NA (L48, AK, CAN), HI","Dicot","Fall, Winter and Spring","Yellow","Dark Green","Brown","Single Crown","Moderate","","1.3","Short","Prostrate","None","No","Yes","Yes","None","Medium","5.9","8.2","12","Intolerant","32","Winter","Routinely Available","No","Medium","Yes"
"MESA","","MESA","Medicago sativa","alfalfa","NA (L48, AK, CAN), HI, PR, VI","Dicot","Spring, Summer, Fall","Purple","Green","Brown","Single Crown","Rapid","","2.0","Long","Erect","None","No","Yes","Yes","High","High","6.0","8.5","24","Intolerant","-43","Spring","Routinely Available","No","High","Yes"
"MEAZ","","MEAZ","Melia azedarach","Chinaberrytree","NA (L48), HI, PR, VI","Dicot","Year Round","Purple","Green","Brown","Single Stem","Rapid","50","50","Moderate","Irregular","Slight","Yes","Yes","Yes","High","Low","4.0","8.0","60","Intolerant","17","Indeterminate","Routinely Available","Yes","","No"
"MEBI","","MEBI","Melicoccus bijugatus","Spanish lime","NA (L48), PR, VI","Dicot","Year Round","Green","Green","Green","Single Stem","Moderate","60","60","Long","Rounded","None","No","Yes","Yes","High","Medium","4.0","7.5","60","Intermediate","17","Spring","Routinely Available","Yes","","No"
"MEOF","","MEOF","Melilotus officinalis","sweetclover","NA (L48, AK, CAN, GL, SPM), HI, PR","Dicot","Spring and Summer","Yellow","Green","Yellow","Single Crown","Rapid","","6.0","Short","Erect","Moderate","No","Yes","Yes","High","Medium","6.5","8.2","16","Intolerant","-38","Summer","Routinely Available","No","High","No"
"MEOF","MEAL12","MEAL12","Melilotus alba","","","","Spring","White","Green","Yellow","Single Crown","Rapid","","5.0","Short","Erect","Moderate","Yes","Yes","Yes","High","Medium","6.5","8.0","32","Intolerant","-38","Summer","Routinely Available","No","High","No"
"MEAR4","","MEAR4","Mentha arvensis","wild mint","NA (L48, AK, CAN, SPM)","Dicot","Spring","White","Green","Brown","Single Stem","Moderate","","2.6","Short","Erect","None","No","Yes","Yes","Low","Medium","5.0","7.0","6","Intermediate","-33","Spring","Routinely Available","No","Medium","No"
"METR3","","METR3","Menyanthes trifoliata","buckbean","NA (L48, AK, CAN, GL, SPM)","Dicot","Spring and Summer","White","Green","Brown","Rhizomatous","Moderate","","0.8","Moderate","Semi-Erect","None","No","Yes","Yes","None","High","4.8","6.5","10","Intermediate","-33","Mid Spring","Routinely Available","No","Medium","No"
"MEVI3","","MEVI3","Mertensia virginica","Virginia bluebells","NA (L48, CAN)","Dicot","Spring","Blue","Green","","Single Stem","Moderate","","2.3","Moderate","Erect","None","No","Yes","Yes","Low","High","4.5","8.0","4","Tolerant","-28","Spring","Routinely Available","No","Medium","No"
"MEGL8","","MEGL8","Metasequoia glyptostroboides","dawn redwood","NA (L48)","Gymnosperm","Spring, Summer, Fall","Yellow","Green","Brown","Single Stem","Rapid","60","100","Long","Erect","None","No","Yes","No","Low","High","6.2","8.4","48","Intolerant","-13","Spring","Routinely Available","Yes","Medium","No"
"MEPO5","","MEPO5","Metrosideros polymorpha","'ohi'a lehua","HI","Dicot","Spring and Summer","Red","Green","Brown","Single Stem","Slow","30","65","Moderate","Erect","None","Yes","Yes","No","Low","Medium","4.3","5.7","24","Intolerant","22","Late Spring","Routinely Available","Yes","Medium","No"
